Time,Login,Deposit,Closed P/L,Balance,Credit,Floating P/L,Equity,Used Margin,Free Margin
2023.06.28,120042,0,0,0,0,0,0,0,0
2023.06.28,120043,0,0,0,0,0,0,0,0
2023.06.28,120044,0,0,1.92,0,0,1.92,0,1.92
2023.06.28,120045,0,0,0,0,0,0,0,0
2023.06.28,120046,0,0,0.81,0,0,0.81,0,0.81
2023.06.28,120047,0,0,0,0,0,0,0,0
2023.06.28,120048,0,0,0,0,0,0,0,0
2023.06.28,120049,0,0,1,0,0,1,0,1
2023.06.28,120050,0,0,0,0,0,0,0,0
2023.06.28,120051,0,0,0,0,0,0,0,0
2023.06.28,120052,0,0,0,0,0,0,0,0
2023.06.28,120053,0,0,0,0,0,0,0,0
2023.06.28,120054,0,0,0,0,0,0,0,0
2023.06.28,120055,0,0,0,0,0,0,0,0
2023.06.28,120056,0,0,0,0,0,0,0,0
2023.06.28,120057,0,0,527.84,0,0,527.84,0,527.84
2023.06.28,120058,0,0,10276.31,0,-27,10249.31,19.15,10230.16
2023.06.28,120059,0,0,0,0,0,0,0,0
2023.06.28,120060,0,0,0,0,0,0,0,0
2023.06.28,120061,0,0,0,0,0,0,0,0
2023.06.28,120062,0,0,0,0,0,0,0,0
2023.06.28,120063,0,0,0,0,0,0,0,0
2023.06.28,120064,0,0,0,0,0,0,0,0
2023.06.28,120065,0,0,0,0,0,0,0,0
2023.06.28,120067,0,0,0.78,0,0,0.78,0,0.78
2023.06.28,120068,0,0,0,0,0,0,0,0
2023.06.28,120069,0,0,0.74,0,0,0.74,0,0.74
2023.06.28,120070,0,0,0,0,0,0,0,0
2023.06.28,120071,0,0,0,0,0,0,0,0
2023.06.28,120072,0,0,0,0,0,0,0,0
2023.06.28,120073,0,0,0,0,0,0,0,0
2023.06.28,120074,0,0,0,0,0,0,0,0
2023.06.28,120075,0,0,0,0,0,0,0,0
2023.06.28,120076,0,0,20.73,0,0,20.73,0,20.73
2023.06.28,120077,0,0,0,0,0,0,0,0
2023.06.28,120078,0,0,0.72,0,0,0.72,0,0.72
2023.06.28,120079,0,0,2.45,0,0,2.45,0,2.45
2023.06.28,120080,0,0,0,0,0,0,0,0
2023.06.28,120081,0,0,0,0,0,0,0,0
2023.06.28,120082,0,0,0,0,0,0,0,0
2023.06.28,120083,0,0,0,0,0,0,0,0
2023.06.28,120084,0,0,8404.63,500,-4575.59,4329.04,55.71,4273.33
2023.06.28,120085,0,0,0,0,0,0,0,0
2023.06.28,120086,0,0,0,0,0,0,0,0
2023.06.28,120087,0,0,0,0,0,0,0,0
2023.06.28,120088,0,0,5557.75,0,-3140.19,2417.56,120,2297.56
2023.06.28,120089,0,0,0,0,0,0,0,0
2023.06.28,120090,0,0,0,0,0,0,0,0
2023.06.28,120091,0,0,1.69,0,0,1.69,0,1.69
2023.06.28,120092,0,0,0,0,0,0,0,0
2023.06.28,120094,0,0,0,0,0,0,0,0
2023.06.28,120095,0,0,0,0,0,0,0,0
2023.06.28,120096,0,0,0,0,0,0,0,0
2023.06.28,120097,0,17.16,493.74,0.6,0,494.34,0,494.34
2023.06.28,120100,0,0,5.39,0,0,5.39,0,5.39
2023.06.28,120101,0,0,0,0,0,0,0,0
2023.06.28,120102,0,0,0,0,0,0,0,0
2023.06.28,120103,0,0,0,0,0,0,0,0
2023.06.28,120104,0,0,0,0,0,0,0,0
2023.06.28,120105,0,0,0,0,0,0,0,0
2023.06.28,120106,0,0,0,0,0,0,0,0
2023.06.28,120107,0,0,0.34,0,0,0.34,0,0.34
2023.06.28,120108,0,0,0,0,0,0,0,0
2023.06.28,120109,0,0,1.12,0,0,1.12,0,1.12
2023.06.28,120110,0,0,0,0,0,0,0,0
2023.06.28,120111,0,0,11.37,0,0,11.37,0,11.37
2023.06.28,120112,0,0,0,0,0,0,0,0
2023.06.28,120113,0,0,0,0,0,0,0,0
2023.06.28,120115,0,0,0,0,0,0,0,0
2023.06.28,120116,0,0,0,0,0,0,0,0
2023.06.28,120118,0,0,0.59,0,0,0.59,0,0.59
2023.06.28,120119,0,0,134.56,0,0,134.56,0,134.56
2023.06.28,120120,0,0,11.43,0,0,11.43,0,11.43
2023.06.28,120121,0,0,0,0,0,0,0,0
2023.06.28,120122,0,0,0.47,0,0,0.47,0,0.47
2023.06.28,120123,0,0,0,0,0,0,0,0
2023.06.28,120124,0,0,0,0,0,0,0,0
2023.06.28,120125,0,0,0,0,0,0,0,0
2023.06.28,120126,0,0,0,0,0,0,0,0
2023.06.28,120127,0,0,0,0,0,0,0,0
2023.06.28,120129,0,0,0,0,0,0,0,0
2023.06.28,120130,0,0,0,0,0,0,0,0
2023.06.28,120131,0,0,0.52,0,0,0.52,0,0.52
2023.06.28,120132,0,0,0,0,0,0,0,0
2023.06.28,120133,0,0,0,0,0,0,0,0
2023.06.28,120134,0,0,0,0,0,0,0,0
2023.06.28,120135,0,0,0,0,0,0,0,0
2023.06.28,120136,0,0,0,0,0,0,0,0
2023.06.28,120137,0,0,0,0,0,0,0,0
2023.06.28,120138,0,0,0,0,0,0,0,0
2023.06.28,120139,0,0,0,0,0,0,0,0
2023.06.28,120140,0,0,0,0,0,0,0,0
2023.06.28,120141,0,0,10.51,0,0,10.51,0,10.51
2023.06.28,120142,0,0,0,0,0,0,0,0
2023.06.28,120143,0,0,0.85,0,0,0.85,0,0.85
2023.06.28,120144,0,0,0,0,0,0,0,0
2023.06.28,120145,0,0,0,0,0,0,0,0
2023.06.28,120146,0,0,10.92,0,0,10.92,0,10.92
2023.06.28,120147,0,0,0,0,0,0,0,0
2023.06.28,120148,0,0,0,0,0,0,0,0
2023.06.28,120149,0,0,0,0,0,0,0,0
2023.06.28,120150,0,0,0,0,0,0,0,0
2023.06.28,120151,0,0,0,0,0,0,0,0
2023.06.28,120152,0,0,0,0,0,0,0,0
2023.06.28,120156,0,0,2.56,0,0,2.56,0,2.56
2023.06.28,120157,0,0,0,0,0,0,0,0
2023.06.28,120158,0,0,0,0,0,0,0,0
2023.06.28,120159,0,0,0,0,0,0,0,0
2023.06.28,120160,0,0,0,0,0,0,0,0
2023.06.28,120161,0,0,0,0,0,0,0,0
2023.06.28,120162,0,0,0,0,0,0,0,0
2023.06.28,120163,0,0,0,0,0,0,0,0
2023.06.28,120164,0,0,0.01,0,0,0.01,0,0.01
2023.06.28,120167,0,0,0,0,0,0,0,0
2023.06.28,120168,0,0,0.66,0,0,0.66,0,0.66
2023.06.28,120169,0,0,0,0,0,0,0,0
2023.06.28,120170,0,0,0,0,0,0,0,0
2023.06.28,120171,0,0,0,0,0,0,0,0
2023.06.28,120172,0,0,2.17,0,0,2.17,0,2.17
2023.06.28,120173,0,0,0.85,0,0,0.85,0,0.85
2023.06.28,120175,0,0,0,0,0,0,0,0
2023.06.28,120176,0,0,3.47,0,0,3.47,0,3.47
2023.06.28,120177,0,0,0,0,0,0,0,0
2023.06.28,120178,0,0,4.86,0,0,4.86,0,4.86
2023.06.28,120179,0,0,0,0,0,0,0,0
2023.06.28,120180,0,0,3.21,0,0,3.21,0,3.21
2023.06.28,120181,0,0,0.29,0,0,0.29,0,0.29
2023.06.28,120182,0,0,0,0,0,0,0,0
2023.06.28,120183,0,0,0.95,0,0,0.95,0,0.95
2023.06.28,120184,0,0,0,0,0,0,0,0
2023.06.28,120185,0,593.83,3284.01,0,-398.85,2885.16,385.79,2499.37
2023.06.28,120186,0,0,0,0,0,0,0,0
2023.06.28,120187,0,0,0,0,0,0,0,0
2023.06.28,120188,0,0,0,0,0,0,0,0
2023.06.28,120189,0,0,0.59,0,0,0.59,0,0.59
2023.06.28,120190,0,0,0,0,0,0,0,0
2023.06.28,120191,0,0,0,0,0,0,0,0
2023.06.28,120192,0,0,0,0,0,0,0,0
2023.06.28,120193,0,0,1.49,0,0,1.49,0,1.49
2023.06.28,120194,0,0,0,0,0,0,0,0
2023.06.28,120195,0,0,0,0,0,0,0,0
2023.06.28,120196,0,0,0,0,0,0,0,0
2023.06.28,120197,0,0,0,0,0,0,0,0
2023.06.28,120198,0,0,0.35,0,0,0.35,0,0.35
2023.06.28,120199,0,0,0,0,0,0,0,0
2023.06.28,120200,0,0,0,0,0,0,0,0
2023.06.28,120201,0,0,0,0,0,0,0,0
2023.06.28,120202,0,0,0,0,0,0,0,0
2023.06.28,120203,0,0,0,0,0,0,0,0
2023.06.28,120204,0,0,2.53,0,0,2.53,0,2.53
2023.06.28,120205,0,0,1019.01,200,-361.82,857.19,120,737.19
2023.06.28,120206,0,0,1303.91,0,-422.12,881.79,140,741.79
2023.06.28,120207,0,0,2165.9,0,0,2165.9,0,2165.9
2023.06.28,120208,0,0,0,0,0,0,0,0
2023.06.28,120209,0,0,0,0,0,0,0,0
2023.06.28,120210,0,0,4.09,0,0,4.09,0,4.09
2023.06.28,120211,0,0,1421.3,200,-482.43,1138.87,32,1106.87
2023.06.28,120212,0,0,0,0,0,0,0,0
2023.06.28,120213,0,0,0,0,0,0,0,0
2023.06.28,120214,0,0,378.33,0,0,378.33,0,378.33
2023.06.28,120221,0,0,0.55,0,0,0.55,0,0.55
2023.06.28,120222,0,0,0,0,0,0,0,0
2023.06.28,120223,0,0,0,0,0,0,0,0
2023.06.28,120224,0,0,0,0,0,0,0,0
2023.06.28,120225,0,0,0,0,0,0,0,0
2023.06.28,120226,0,0,0,0,0,0,0,0
2023.06.28,120227,0,0,1.09,0,0,1.09,0,1.09
2023.06.28,120228,0,0,0.35,0,0,0.35,0,0.35
2023.06.28,120229,0,0,3420.32,500,-1085.45,2834.87,360,2474.87
2023.06.28,120230,0,0,9934.86,0,-3015.13,6919.73,1000,5919.73
2023.06.28,120233,0,0,0,0,0,0,0,0
2023.06.28,120235,0,0,0,0,0,0,0,0
2023.06.28,120236,0,0,0,0,0,0,0,0
2023.06.28,120320,0,0,0,0,0,0,0,0
2023.06.28,120323,0,0,0,0,0,0,0,0
2023.06.28,120324,0,0,0,0,0,0,0,0
2023.06.28,120326,0,0,0,0,0,0,0,0
2023.06.28,120327,0,0,0,0,0,0,0,0
2023.06.28,120328,0,0,0,0,0,0,0,0
2023.06.28,120329,0,0,0,0,0,0,0,0
2023.06.28,120330,0,0,0,0,0,0,0,0
2023.06.28,120331,0,0,0,0,0,0,0,0
2023.06.28,120332,0,0,0,0,0,0,0,0
2023.06.28,120333,0,0,0,0,0,0,0,0
2023.06.28,120334,0,0,0,0,0,0,0,0
2023.06.28,120335,0,0,0,0,0,0,0,0
2023.06.28,120336,0,0,0,0,0,0,0,0
2023.06.28,120341,0,0,0,0,0,0,0,0
2023.06.28,120342,0,0,0,0,0,0,0,0
2023.06.28,120343,0,0,0,0,0,0,0,0
2023.06.28,120351,0,0,0,0,0,0,0,0
2023.06.28,125476,0,0,0,0,0,0,0,0
2023.06.28,125478,0,0,10988.13,500,-704.11,10784.02,63.29,10720.73
2023.06.28,125479,0,0,0,0,0,0,0,0
2023.06.28,125480,0,0,2.48,0,0,2.48,0,2.48
2023.06.28,125481,0,0,0,0,0,0,0,0
2023.06.28,125482,0,0,0,0,0,0,0,0
2023.06.28,125483,0,0,0,0,0,0,0,0
2023.06.28,125484,0,0,0,0,0,0,0,0
2023.06.28,125485,0,0,0,0,0,0,0,0
2023.06.28,125486,0,0,0,0,0,0,0,0
2023.06.28,125487,0,0,0.78,0,0,0.78,0,0.78
2023.06.28,125488,0,0,0.61,0,0,0.61,0,0.61
2023.06.28,125559,0,0,0,0,0,0,0,0
2023.06.28,125560,0,0,0,0,0,0,0,0
2023.06.28,125561,0,0,0.8,0,0,0.8,0,0.8
2023.06.28,125570,0,0,0,0,0,0,0,0
2023.06.28,125571,0,0,0,0,0,0,0,0
2023.06.28,125572,0,0,0,0,0,0,0,0
2023.06.28,125573,0,0,0,0,0,0,0,0
2023.06.28,125574,-174,-374.9,1011.11,0,0,1011.11,0,1011.11
2023.06.28,125575,0,0,5.94,0,0,5.94,0,5.94
2023.06.28,125576,0,0,0,0,0,0,0,0
2023.06.28,125622,0,0,-0.87,0,0,-0.87,0,-0.87
2023.06.28,125625,0,0,0,0,0,0,0,0
2023.06.28,125626,0,-5.35,1.07,0,0,1.07,0,1.07
2023.06.28,125627,0,0,0.65,0,0,0.65,0,0.65
2023.06.28,125628,0,0,0,0,0,0,0,0
2023.06.28,125629,0,0,0,0,0,0,0,0
2023.06.28,125630,0,125.12,3133.94,0,-734.75,2399.19,178.45,2220.74
2023.06.28,125883,0,0,0,0,0,0,0,0
2023.06.28,125884,0,0,0,0,0,0,0,0
2023.06.28,125885,0,0,0,0,0,0,0,0
2023.06.28,125886,0,0,0,0,0,0,0,0
2023.06.28,125887,0,-299.33,3766.34,500,-996.4,3269.94,0,3269.94
2023.06.28,125888,0,-2.75,66525.27,0,-65486.06,1039.21,0,1039.21
2023.06.28,125889,0,0,7454.75,0,-2829.8,4624.95,232.68,4392.27
2023.06.28,125890,0,0,6792.46,500,-2050.29,5242.17,680,4562.17
2023.06.28,125891,0,0,0,0,0,0,0,0
2023.06.28,125892,0,0,161.66,0,-67.23,94.43,10,84.43
2023.06.28,125893,0,0,0,0,0,0,0,0
2023.06.28,125894,0,0,0,0,0,0,0,0
2023.06.28,125895,0,0,0,0,0,0,0,0
2023.06.28,125896,0,0,0,0,0,0,0,0
2023.06.28,125897,0,0,5.03,0,0,5.03,0,5.03
2023.06.28,125898,0,27.16,190.32,0,-39.14,151.18,25.29,125.89
2023.06.28,125899,0,0,39.61,0,0,39.61,0,39.61
2023.06.28,125900,0,0,0,0,0,0,0,0
2023.06.28,125901,0,0,0,0,0,0,0,0
2023.06.28,125902,0,0,0,0,0,0,0,0
2023.06.28,125903,0,0,0,0,0,0,0,0
2023.06.28,125904,0,0,0.35,0,0,0.35,0,0.35
2023.06.28,125905,0,0,2.86,0,0,2.86,0,2.86
2023.06.28,125906,0,0,0,0,0,0,0,0
2023.06.28,125907,0,0,0,0,0,0,0,0
2023.06.28,125908,0,0,0,0,0,0,0,0
2023.06.28,125909,0,0,0,0,0,0,0,0
2023.06.28,125910,0,0,0.13,0,0,0.13,0,0.13
2023.06.28,125911,0,0,7495.98,0,-2412.11,5083.87,800,4283.87
2023.06.28,125912,0,0,2.24,0,0,2.24,0,2.24
2023.06.28,125913,0,0,0,0,0,0,0,0
2023.06.28,125914,0,0,2.24,0,0,2.24,0,2.24
2023.06.28,125915,0,0,0,0,0,0,0,0
2023.06.28,125916,0,0,0,0,0,0,0,0
2023.06.28,125917,0,0,0,0,0,0,0,0
2023.06.28,125918,0,0,0.86,0,0,0.86,0,0.86
2023.06.28,125919,0,0,0,0,0,0,0,0
2023.06.28,125920,0,0,0,0,0,0,0,0
2023.06.28,125921,0,0,0,0,0,0,0,0
2023.06.28,125922,0,0,0,0,0,0,0,0
2023.06.28,125923,0,0,0,0,0,0,0,0
2023.06.28,125924,0,0,0,0,0,0,0,0
2023.06.28,125925,0,0,0,0,0,0,0,0
2023.06.28,125927,0,0,0,0,0,0,0,0
2023.06.28,125928,0,0,0,0,0,0,0,0
2023.06.28,125929,0,0,0,0,0,0,0,0
2023.06.28,125930,0,0,1251.8,100,-403.57,948.23,120,828.23
2023.06.28,125931,0,0,0,0,0,0,0,0
2023.06.28,125932,0,0,0,0,0,0,0,0
2023.06.28,125933,0,0,0,0,0,0,0,0
2023.06.28,125934,0,0,0,0,0,0,0,0
2023.06.28,125935,0,0,0,0,0,0,0,0
2023.06.28,125936,0,0,0,0,0,0,0,0
2023.06.28,125937,0,0,11.81,0,0,11.81,0,11.81
2023.06.28,125938,0,0,112953.61,0,-66207,46746.61,6004.96,40741.65
2023.06.28,125939,0,0,0.4,0,0,0.4,0,0.4
2023.06.28,125940,0,0,3557.92,200,-1085.45,2672.47,360,2312.47
2023.06.28,125941,0,0,0,0,0,0,0,0
2023.06.28,125942,0,0,0,0,0,0,0,0
2023.06.28,125943,0,0,0,0,0,0,0,0
2023.06.28,125944,0,0,0,0,0,0,0,0
2023.06.28,125945,0,0,0.35,0,0,0.35,0,0.35
2023.06.28,125946,0,0,0,0,0,0,0,0
2023.06.28,125947,0,0,1.14,0,0,1.14,0,1.14
2023.06.28,125948,0,6.74,57.31,0,0,57.31,0,57.31
2023.06.28,125949,0,0,2376.49,0,0,2376.49,0,2376.49
2023.06.28,125950,0,0,0,0,0,0,0,0
2023.06.28,125951,0,0,7356.38,500,-2231.2,5625.18,740,4885.18
2023.06.28,125952,0,0,0,0,0,0,0,0
2023.06.28,125953,0,0,0,0,0,0,0,0
2023.06.28,125954,0,0,4.82,0,0,4.82,0,4.82
2023.06.28,125955,0,0,0,0,0,0,0,0
2023.06.28,125956,0,0,0,0,0,0,0,0
2023.06.28,125957,0,0,0,0,0,0,0,0
2023.06.28,125958,0,0,14.55,0,0,14.55,0,14.55
2023.06.28,125959,0,0,0.38,0,0,0.38,0,0.38
2023.06.28,125960,0,0,9.35,0,0,9.35,0,9.35
2023.06.28,125961,0,0,0,0,0,0,0,0
2023.06.28,125962,0,0,0.94,0,0,0.94,0,0.94
2023.06.28,125963,0,0,0,0,0,0,0,0
2023.06.28,125964,0,0,0,0,0,0,0,0
2023.06.28,125965,0,0,0.73,0,0,0.73,0,0.73
2023.06.28,125966,0,0,0.38,0,0,0.38,0,0.38
2023.06.28,125967,350,0,788,0,0,788,0,788
2023.06.28,125968,0,0,0,0,0,0,0,0
2023.06.28,125969,0,0,0,0,0,0,0,0
2023.06.28,125970,0,0,2519.4,500,0,3019.4,0,3019.4
2023.06.28,125971,0,0,0,0,0,0,0,0
2023.06.28,125972,0,0,0,0,0,0,0,0
2023.06.28,125973,0,0,0,0,0,0,0,0
2023.06.28,125974,0,0,0,0,0,0,0,0
2023.06.28,125975,0,0,3950.15,0,-2518.22,1431.93,200,1231.93
2023.06.28,125976,0,0,0,0,0,0,0,0
2023.06.28,125977,0,0,0,0,0,0,0,0
2023.06.28,125979,0,0,2,0,0,2,0,2
2023.06.28,125980,0,0,0.34,0,0,0.34,0,0.34
2023.06.28,125981,0,0,94238.81,0,-57088.26,37150.55,4723.8,32426.75
2023.06.28,125982,0,0,0,0,0,0,0,0
2023.06.28,125983,0,0,0,0,0,0,0,0
2023.06.28,125984,0,-157.6,706.99,0,0,706.99,0,706.99
2023.06.28,125985,0,0,0,0,0,0,0,0
2023.06.28,125986,0,0,0,0,0,0,0,0
2023.06.28,125987,0,0,0,0,0,0,0,0
2023.06.28,125988,0,0,0,0,0,0,0,0
2023.06.28,125989,0,0,0.84,0,0,0.84,0,0.84
2023.06.28,125990,0,0,117.84,0,0,117.84,0,117.84
2023.06.28,125991,0,0,0.12,0,0,0.12,0,0.12
2023.06.28,125992,0,0,0,0,0,0,0,0
2023.06.28,125993,0,0,4.96,0,0,4.96,0,4.96
2023.06.28,125994,0,0,0,0,0,0,0,0
2023.06.28,125995,0,0,0,0,0,0,0,0
2023.06.28,125996,0,0,0.9,0,0,0.9,0,0.9
2023.06.28,125997,0,0,0,0,0,0,0,0
2023.06.28,125998,0,0,0,0,0,0,0,0
2023.06.28,125999,0,0,0.45,0,0,0.45,0,0.45
2023.06.28,126000,0,0,0,0,0,0,0,0
2023.06.28,126001,0,0,0,0,0,0,0,0
2023.06.28,126002,0,0,0,0,0,0,0,0
2023.06.28,126003,0,0,0,0,0,0,0,0
2023.06.28,126004,0,0,0,0,0,0,0,0
2023.06.28,126005,0,0,4.4,0,0,4.4,0,4.4
2023.06.28,126006,0,0,4.84,0,0,4.84,0,4.84
2023.06.28,126007,0,0,0,0,0,0,0,0
2023.06.28,126009,0,0,0,0,0,0,0,0
2023.06.28,126010,0,0,0,0,0,0,0,0
2023.06.28,126011,0,0,0,0,0,0,0,0
2023.06.28,126012,0,0,0,0,0,0,0,0
2023.06.28,126013,0,0,0,0,0,0,0,0
2023.06.28,126014,0,0,0,0,0,0,0,0
2023.06.28,126015,0,0,0,0,0,0,0,0
2023.06.28,126016,0,0,0,0,0,0,0,0
2023.06.28,126017,0,0,4.88,0,0,4.88,0,4.88
2023.06.28,126018,0,0,0,0,0,0,0,0
2023.06.28,126019,0,0,0,0,0,0,0,0
2023.06.28,126020,0,7987.35,34169.94,0,-3834.31,30335.63,4492.82,25842.81
2023.06.28,126021,0,0,0,0,0,0,0,0
2023.06.28,126022,0,0,0.02,0,0,0.02,0,0.02
2023.06.28,126023,0,0,0,0,0,0,0,0
2023.06.28,126024,0,0,0,0,0,0,0,0
2023.06.28,126025,0,0,100,0,0,100,0,100
2023.06.28,126026,0,-179.67,545.78,0,-92.07,453.71,70.41,383.3
2023.06.28,126027,0,0,32829.86,500,-9889.64,23440.22,3280,20160.22
2023.06.28,126028,0,7.83,194.79,0,0.02,194.81,19.1,175.71
2023.06.28,126029,0,0,0,0,0,0,0,0
2023.06.28,126031,0,0,0,0,0,0,0,0
2023.06.28,126032,0,0,6865.52,500,-2050.29,5315.23,680,4635.23
2023.06.28,126033,0,0,0,0,0,0,0,0
2023.06.28,126034,0,0,0,0,0,0,0,0
2023.06.28,126035,0,0,0,0,0,0,0,0
2023.06.28,126036,0,0,2109.53,0,-603.02,1506.51,200,1306.51
2023.06.28,126037,0,0,0,0,0,0,0,0
2023.06.28,126038,0,0,0,0,0,0,0,0
2023.06.28,126039,0,128.5,989.67,0,-186.1,803.57,153.14,650.43
2023.06.28,126040,0,0,0,0,0,0,0,0
2023.06.28,126041,0,0,0,0,0,0,0,0
2023.06.28,126042,0,0,0.48,0,0,0.48,0,0.48
2023.06.28,126043,0,0,0,0,0,0,0,0
2023.06.28,126044,0,0,0,0,0,0,0,0
2023.06.28,126045,0,0,0,0,0,0,0,0
2023.06.28,126046,0,0,0,0,0,0,0,0
2023.06.28,126047,0,0,0,0,0,0,0,0
2023.06.28,126048,0,0,0,0,0,0,0,0
2023.06.28,126049,0,0,0,0,0,0,0,0
2023.06.28,126050,0,0,0.67,0,0,0.67,0,0.67
2023.06.28,126051,0,0,0,0,0,0,0,0
2023.06.28,126052,0,0,0,0,0,0,0,0
2023.06.28,126053,0,0,0,0,0,0,0,0
2023.06.28,126054,0,0,0.99,0,0,0.99,0,0.99
2023.06.28,126055,0,0,0,0,0,0,0,0
2023.06.28,126097,0,0,0,0,0,0,0,0
2023.06.28,126098,0,0,0,0,0,0,0,0
2023.06.28,126099,0,0,3.29,0,0,3.29,0,3.29
2023.06.28,126100,0,0,0,0,0,0,0,0
2023.06.28,126101,0,0,0,0,0,0,0,0
2023.06.28,126102,0,0,0,0,0,0,0,0
2023.06.28,126103,0,0,5.84,0,0,5.84,0,5.84
2023.06.28,126104,0,0,2.05,0,0,2.05,0,2.05
2023.06.28,126105,0,0,1.59,0,0,1.59,0,1.59
2023.06.28,126106,0,0,0,0,0,0,0,0
2023.06.28,126107,0,0,5.65,0,0,5.65,0,5.65
2023.06.28,126108,0,0,0,0,0,0,0,0
2023.06.28,126109,0,19.48,176.81,0,-2.12,174.69,4.37,170.32
2023.06.28,126110,0,0,1.13,0,0,1.13,0,1.13
2023.06.28,126111,0,0,0,0,0,0,0,0
2023.06.28,126112,0,0,0,0,0,0,0,0
2023.06.28,126113,0,0,0,0,0,0,0,0
2023.06.28,126114,0,0,0,0,0,0,0,0
2023.06.28,126115,0,0,0,0,0,0,0,0
2023.06.28,126116,0,5.6,39.02,0,0,39.02,0,39.02
2023.06.28,126117,0,0,10,0,0,10,0,10
2023.06.28,126118,0,0,0,0,0,0,0,0
2023.06.28,126119,0,0,0,0,0,0,0,0
2023.06.28,126126,0,0,0,0,0,0,0,0
2023.06.28,126127,0,0,10,0,0,10,0,10
2023.06.28,126128,0,0,500,0,0,500,0,500
2023.06.28,126129,0,0,1.08,0,0,1.08,0,1.08
2023.06.28,126133,0,0,0,0,0,0,0,0
2023.06.28,126134,0,0,7152.51,500,-2170.89,5481.62,720,4761.62
2023.06.28,126136,0,0,0.07,0,0,0.07,0,0.07
2023.06.28,126147,0,0,0,0,0,0,0,0
2023.06.28,126148,0,0,0,0,0,0,0,0
2023.06.28,126149,0,0,0,0,0,0,0,0
2023.06.28,126151,0,0,54.34,0,0,54.34,0,54.34
2023.06.28,126152,0,0,0,0,0,0,0,0
2023.06.28,126154,0,0,0,0,0,0,0,0
2023.06.28,126155,0,0,0,0,0,0,0,0
2023.06.28,126158,0,0,0,0,0,0,0,0
2023.06.28,126161,0,0,0,0,0,0,0,0
2023.06.28,126162,0,0,2.74,0,0,2.74,0,2.74
2023.06.28,126163,0,0,0,0,0,0,0,0
2023.06.28,126164,0,0,0,0,0,0,0,0
2023.06.28,126165,0,0,0,0,0,0,0,0
2023.06.28,126166,0,0,0,0,0,0,0,0
2023.06.28,126167,0,0,3.34,0,0,3.34,0,3.34
2023.06.28,126168,0,0,1.11,0,0,1.11,0,1.11
2023.06.28,133238,0,0,3.19,0,0,3.19,0,3.19
2023.06.28,134186,0,0,0,0,0,0,0,0
2023.06.28,134269,0,0,0,0,0,0,0,0
2023.06.28,135960,0,0,0,0,0,0,0,0
2023.06.28,140960,0,0,0,0,0,0,0,0
2023.06.28,143215,0,0,0,0,0,0,0,0
2023.06.28,146324,0,0,0,0,0,0,0,0
2023.06.28,155877,0,0,1.04,0,0,1.04,0,1.04
2023.06.28,172142,0,0,0,0,0,0,0,0
2023.06.28,172491,0,0,0,0,0,0,0,0
2023.06.28,172636,0,0,0,0,0,0,0,0
2023.06.28,173225,0,0,0,0,0,0,0,0
2023.06.28,173896,0,0,0,0,0,0,0,0
2023.06.28,174667,0,0,0,0,0,0,0,0
2023.06.28,174828,0,0,0,0,0,0,0,0
